,product_id,current_price,rating_score,review_count,total_sold,promotion_content,is_promotion,gender,price_segment,category,title
48,BOOK_049,212000,3.5,7,66,,0,,phân khúc phổ thông,books,lớp có tang sự không cần điểm danh
49,BOOK_050,34000,3.1,54,442,,0,,phân khúc giá rẻ,books,văn học trong nhà trường truyện kiều
50,BOOK_051,153000,3.9,35,290,,0,,phân khúc phổ thông,books,những kẻ âu lo anxious people
51,BOOK_052,79000,4.0,78,634,,0,,phân khúc giá rẻ,books,tôi thích dáng vẻ nỗ lực của chính mình
52,BOOK_053,74000,4.1,50,410,,0,,phân khúc giá rẻ,books,đám trẻ ở đại dương đen
53,BOOK_054,40500,3.2,27,226,,0,,phân khúc giá rẻ,books,thám tử lừng danh conan phần đặc biệt kudo shinichi trở lại cuộc đối đầu với tổ chức áo đen
54,BOOK_055,156000,3.7,23,194,,0,,phân khúc phổ thông,books,con cáo vẽ máu lên canvas lanh
55,BOOK_056,110500,3.2,47,386,,0,,phân khúc phổ thông,books,góc nhìn đa chiều cổ học tinh hoa
56,BOOK_057,93500,3.7,86,698,,0,,phân khúc giá rẻ,books,và rồi chẳng còn ai and then there were none từ tựa cũ: mười người da đen nhỏ
57,BOOK_058,131500,3.5,35,290,,0,,phân khúc phổ thông,books,totto chan bên cửa sổ những chuyện tiếp theo
58,BOOK_059,117000,4.8,49,402,,0,,phân khúc phổ thông,books,hiệu sách cuối cùng ở london tiểu thuyết về chiến tranh thế giới thứ hai
59,BOOK_060,45000,3.3,5,50,,0,,phân khúc giá rẻ,books,thám tử lừng danh conan tiểu thuyết 15 phút trầm mặc
60,BOOK_061,306000,4.7,33,274,,0,,phân khúc phổ thông,books,khu vườn bí mật bìa vải
61,BOOK_062,104000,4.7,77,626,,0,,phân khúc phổ thông,books,hồ sơ máu vén màn 13 vụ án rúng động mọi thời đại
62,BOOK_063,109500,3.8,81,658,,0,,phân khúc phổ thông,books,người đua diều
63,BOOK_064,196000,4.3,33,274,,0,,phân khúc phổ thông,books,thuyền trưởng tuổi 15
64,BOOK_065,276000,4.3,72,586,,0,,phân khúc phổ thông,books,iron flame lửa thép
65,BOOK_066,121680,5.0,28,137,,0,,phân khúc phổ thông,books,tết ở làng địa ngục
66,BOOK_067,110500,4.5,43,354,,0,,phân khúc phổ thông,books,mùa hè không tên
67,BOOK_068,155330,4.5,55,450,,0,,phân khúc phổ thông,books,combo sách nhà giả kim cây cam ngọt của tôi bộ 2 cuốn
68,BOOK_069,134000,5.0,43,354,,0,,phân khúc phổ thông,books,25 độ âm
69,BOOK_070,140000,3.6,89,722,,0,,phân khúc phổ thông,books,đặng thùy trâm và cuốn nhật ký thứ ba
70,BOOK_071,186000,4.8,49,402,,0,,phân khúc phổ thông,books,rượu độc
71,BOOK_072,45000,4.3,42,346,,0,,phân khúc giá rẻ,books,tiểu thuyết thanh gươm diệt quỷ bản điện ảnh chuyến tàu vô tận
72,BOOK_073,94375,4.7,100,810,,0,,phân khúc giá rẻ,books,
73,BOOK_074,156500,4.1,52,426,,0,,phân khúc phổ thông,books,quá đỗi dịu dàng
74,BOOK_075,114500,4.9,75,610,,0,,phân khúc phổ thông,books,một thoáng ta rực rỡ ở nhân gian
75,BOOK_076,161500,4.3,73,594,,0,,phân khúc phổ thông,books,bà ngoại tôi gửi lời xin lỗi
76,BOOK_077,144500,3.7,35,290,,0,,phân khúc phổ thông,books,harry potter và phòng chứa bí mật tập 2
77,BOOK_078,66000,4.4,96,778,,0,,phân khúc giá rẻ,books,thành phố thiếu một bữa cơm nhà
78,BOOK_079,127500,4.7,96,778,,0,,phân khúc phổ thông,books,tôi thấy hoa vàng trên cỏ xanh
79,BOOK_080,156000,4.3,28,234,,0,,phân khúc phổ thông,books,hai số phận
80,BOOK_081,202300,4.9,93,754,,0,,phân khúc phổ thông,books,hồi ức đến tương lai suy ngẫm về văn hóa giáo dục và con đường phát triển của việt nam
81,BOOK_082,32000,4.9,29,242,,0,,phân khúc giá rẻ,books,hạ đỏ
82,BOOK_083,69000,4.7,62,506,,0,,phân khúc giá rẻ,books,có một ngày bố mẹ sẽ già đi
83,BOOK_084,112000,4.4,45,370,,0,,phân khúc phổ thông,books,tục ngữ ca dao dân ca việt nam
84,BOOK_085,97500,4.8,45,47,,0,,phân khúc giá rẻ,books,sự im lặng của bầy cừu
85,BOOK_086,29500,3.7,7,66,,0,,phân khúc giá rẻ,books,nữ sinh
86,BOOK_087,186000,4.8,54,442,,0,,phân khúc phổ thông,books,rượu độc
87,BOOK_088,45000,4.2,96,778,,0,,phân khúc giá rẻ,books,tiểu thuyết thanh gươm diệt quỷ bản điện ảnh chuyến tàu vô tận
88,BOOK_089,180000,4.8,58,474,,0,,phân khúc phổ thông,books,jane eyre
89,BOOK_090,125000,4.7,22,186,,0,,phân khúc phổ thông,books,thế giới otome game đó thật khắc nghiệt với chúng ta tập 1
90,BOOK_091,94500,4.9,59,482,,0,,phân khúc giá rẻ,books,làm bạn với cô nàng dễ thương nhì lớp tập 2 bản giới hạn
91,BOOK_092,72000,3.0,95,770,,0,,phân khúc giá rẻ,books,cô gái đến từ hôm qua
92,BOOK_093,45000,4.4,48,394,,0,,phân khúc giá rẻ,books,thám tử lừng danh conan tiểu thuyết cơn ác mộng đen tối
93,BOOK_094,92500,4.1,11,98,,0,,phân khúc giá rẻ,books,bác hana
94,BOOK_095,134000,3.3,56,458,,0,,phân khúc phổ thông,books,tổng đài kể chuyện lúc 0h
95,BOOK_096,58500,4.9,70,570,,0,,phân khúc giá rẻ,books,tiểu thuyết one piece heroines
96,BOOK_097,134000,3.3,72,586,,0,,phân khúc phổ thông,books,tổng đài kể chuyện lúc 0h
97,BOOK_098,58500,3.2,47,386,,0,,phân khúc giá rẻ,books,tiểu thuyết one piece heroines
98,BOOK_099,116000,4.5,67,546,,0,,phân khúc phổ thông,books,86 eighty six ep 13 hỡi chàng thợ săn thân mến
99,BOOK_100,80750,3.2,13,114,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 6
100,BOOK_101,66500,4.2,67,546,,0,,phân khúc giá rẻ,books,hoàng tử bé
101,BOOK_102,112500,3.0,70,570,,0,,phân khúc phổ thông,books,light novel dược sư tự sự tập 6
102,BOOK_103,178560,4.8,55,450,,0,,phân khúc phổ thông,books,sơn trà nở muộn
103,BOOK_104,70000,4.8,70,570,,0,,phân khúc giá rẻ,books,đi khắp việt nam tô màu đất nước
104,BOOK_105,159000,4.7,12,106,,0,,phân khúc phổ thông,books,quái đàm nam kinh ghi chép về kỳ án quỷ tu la của ngài bạch trạch
105,BOOK_106,85500,4.2,77,626,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 5
106,BOOK_107,200000,4.7,67,546,,0,,phân khúc phổ thông,books,tuyển tập william blake khúc ca thơ ngây và từng trải
107,BOOK_108,168500,4.3,95,770,,0,,phân khúc phổ thông,books,phố dài
108,BOOK_109,72000,4.4,23,194,,0,,phân khúc giá rẻ,books,tủ sách thanh niên mãi mãi tuổi hai mươi nhật ký thời chiến việt nam
109,BOOK_110,1493500,4.2,79,642,,0,,phân khúc trung cấp,books,boxset harry potter hộp
110,BOOK_111,25500,5.0,17,146,,0,,phân khúc giá rẻ,books,thơ nôm hồ xuân hương
111,BOOK_112,366000,4.3,71,578,,0,,phân khúc phổ thông,books,boxset sherlock holmes bộ 3 cuốn
112,BOOK_113,294000,4.9,82,666,,0,,phân khúc phổ thông,books,nguyễn trãi toàn tập
113,BOOK_114,340000,3.7,88,714,,0,,phân khúc phổ thông,books,tố thư
114,BOOK_115,85500,4.8,19,162,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 2
115,BOOK_116,117000,4.8,33,274,,0,,phân khúc phổ thông,books,anne tóc đỏ dưới chái nhà xanh
116,BOOK_117,80000,4.2,71,578,,0,,phân khúc giá rẻ,books,phía tây không có gì lạ
117,BOOK_118,181300,4.0,12,106,,0,,phân khúc phổ thông,books,combo sách đám trẻ ở đại dương đen đứa trẻ hiểu chuyện thường không có kẹo ăn bộ 2 cuốn
118,BOOK_119,123000,3.2,7,66,,0,,phân khúc phổ thông,books,hannibal
119,BOOK_120,169000,3.3,66,538,,0,,phân khúc phổ thông,books,trăm năm cô đơn
120,BOOK_121,157780,4.9,81,658,,0,,phân khúc phổ thông,books,combo sách nhà giả kim hành trình về phương đông bộ 2 cuốn
121,BOOK_122,67000,4.8,48,495,,0,,phân khúc giá rẻ,books,vô thường
122,BOOK_123,42000,4.4,49,402,,0,,phân khúc giá rẻ,books,vợ nhặt
123,BOOK_124,36500,3.9,95,770,,0,,phân khúc giá rẻ,books,còn chút gì để nhớ
124,BOOK_125,216090,3.8,59,482,,0,,phân khúc phổ thông,books,combo sách hannibal và sự im lặng của bầy cừu bộ 2 cuốn
125,BOOK_126,96000,3.2,24,202,,0,,phân khúc giá rẻ,books,hai vạn dặm dưới đáy biển
126,BOOK_127,34000,4.1,14,122,,0,,phân khúc giá rẻ,books,đi qua hoa cúc
127,BOOK_128,33500,3.1,56,458,,0,,phân khúc giá rẻ,books,cánh buồm đỏ thắm
128,BOOK_129,100000,4.6,50,410,,0,,phân khúc phổ thông,books,the mirror crack'd from side to side tấm gương nứt vỡ một vụ án của jane marple
129,BOOK_130,78500,3.9,44,362,,0,,phân khúc giá rẻ,books,ghi chép pháp y lật lại hồ sơ tội ác
130,BOOK_131,109500,3.8,53,434,,0,,phân khúc phổ thông,books,về quê làm thầy pháp tập 2
131,BOOK_132,74500,4.4,89,722,,0,,phân khúc giá rẻ,books,tô bình yên vẽ hạnh phúc
132,BOOK_133,68000,4.8,50,410,,0,,phân khúc giá rẻ,books,tiếng gọi chân trời
133,BOOK_134,59000,4.4,43,354,,0,,phân khúc giá rẻ,books,những án mạng ở phố nhà xác rue tuyển tập truyện ngắn kinh dị edgar allan poe
134,BOOK_135,366000,4.7,27,226,,0,,phân khúc phổ thông,books,boxset sherlock holmes bộ 3 cuốn
135,BOOK_136,294000,4.1,34,282,,0,,phân khúc phổ thông,books,nguyễn trãi toàn tập
136,BOOK_137,340000,4.9,40,330,,0,,phân khúc phổ thông,books,tố thư
137,BOOK_138,85500,3.1,98,794,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 2
138,BOOK_139,117000,4.0,43,354,,0,,phân khúc phổ thông,books,anne tóc đỏ dưới chái nhà xanh
139,BOOK_140,80000,4.2,28,234,,0,,phân khúc giá rẻ,books,phía tây không có gì lạ
140,BOOK_141,181300,3.4,52,426,,0,,phân khúc phổ thông,books,combo sách đám trẻ ở đại dương đen đứa trẻ hiểu chuyện thường không có kẹo ăn bộ 2 cuốn
141,BOOK_142,123000,3.2,20,170,,0,,phân khúc phổ thông,books,hannibal
142,BOOK_143,169000,3.1,94,762,,0,,phân khúc phổ thông,books,trăm năm cô đơn
143,BOOK_144,96500,3.7,89,722,,0,,phân khúc giá rẻ,books,hai mặt của gia đình
144,BOOK_145,201500,4.0,84,682,,0,,phân khúc phổ thông,books,công viên nhỏ tập 1
145,BOOK_146,35000,3.1,77,626,,0,,phân khúc giá rẻ,books,tắt đèn
146,BOOK_147,120000,4.4,8,74,,0,,phân khúc phổ thông,books,sherlock holmes tập 1
147,BOOK_148,116000,4.4,32,266,,0,,phân khúc phổ thông,books,86 eighty six ep 11 ngày phán xét
148,BOOK_149,51000,3.8,74,602,,0,,phân khúc giá rẻ,books,tủ sách văn học trong nhà trường truyện ngắn lê minh khuê
149,BOOK_150,85500,4.9,49,402,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 3
150,BOOK_151,85500,4.0,67,546,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 4
151,BOOK_152,134000,4.3,45,370,,0,,phân khúc phổ thông,books,không gia đình
152,BOOK_153,55300,4.4,98,794,,0,,phân khúc giá rẻ,books,những cuộc phiêu lưu của sherlock holmes
153,BOOK_154,67500,4.8,45,370,,0,,phân khúc giá rẻ,books,nơi nào có mẹ nơi ấy là nhà
154,BOOK_155,155350,3.7,18,154,,0,,phân khúc phổ thông,books,thiên thần và ác quỷ
155,BOOK_156,104000,4.0,24,202,,0,,phân khúc phổ thông,books,những tấm lòng cao cả
156,BOOK_157,157780,4.1,70,570,,0,,phân khúc phổ thông,books,combo sách nhà giả kim hành trình về phương đông bộ 2 cuốn
157,BOOK_158,1572500,3.2,57,466,,0,,phân khúc trung cấp,books,boxset harry potter
158,BOOK_159,67000,4.8,9,130,,0,,phân khúc giá rẻ,books,vô thường
159,BOOK_160,216090,4.6,13,114,,0,,phân khúc phổ thông,books,combo sách hannibal và sự im lặng của bầy cừu bộ 2 cuốn
160,BOOK_161,42000,4.7,57,466,,0,,phân khúc giá rẻ,books,vợ nhặt
161,BOOK_162,36500,4.5,78,634,,0,,phân khúc giá rẻ,books,còn chút gì để nhớ
162,BOOK_163,96000,4.9,39,322,,0,,phân khúc giá rẻ,books,hai vạn dặm dưới đáy biển
163,BOOK_164,34000,4.8,81,658,,0,,phân khúc giá rẻ,books,đi qua hoa cúc
164,BOOK_165,33500,4.2,50,410,,0,,phân khúc giá rẻ,books,cánh buồm đỏ thắm
165,BOOK_166,188500,4.4,29,242,,0,,phân khúc phổ thông,books,nước non vạn dặm tập 2 lênh đênh bốn biển
166,BOOK_167,323000,4.8,75,610,,0,,phân khúc phổ thông,books,suối nguồn
167,BOOK_168,33500,4.5,42,346,,0,,phân khúc giá rẻ,books,tắt đèn ngô tất tố
168,BOOK_169,99000,4.9,70,570,,0,,phân khúc giá rẻ,books,light novel dược sư tự sự tập 1
169,BOOK_170,103500,3.0,32,266,,0,,phân khúc phổ thông,books,đồi gió hú
170,BOOK_171,80750,4.0,96,778,,0,,phân khúc giá rẻ,books,arya bàn bên thỉnh thoảng lại trêu ghẹo tôi bằng tiếng nga tập 4 bản phổ thông
171,BOOK_172,225000,4.9,5,50,,0,,phân khúc phổ thông,books,đất rừng phương nam
172,BOOK_173,238000,4.0,31,14,,0,,phân khúc phổ thông,books,mặt trời lúc nửa đêm midnight sun
173,BOOK_174,79000,4.7,25,210,,0,,phân khúc giá rẻ,books,công bằng trên đời là do bạn nỗ lực giành lấy
174,BOOK_175,61920,4.9,37,57,,0,,phân khúc giá rẻ,books,thất tịch không mưa
175,BOOK_176,32000,4.3,47,386,,0,,phân khúc giá rẻ,books,chú bé rắc rối
176,BOOK_177,420000,5.0,91,738,,0,,phân khúc phổ thông,books,boxset hồng lâu mộng hộp 3 tập
177,BOOK_178,102000,4.1,41,338,,0,,phân khúc phổ thông,books,oxford thương yêu
178,BOOK_179,45500,4.9,51,418,,0,,phân khúc giá rẻ,books,hóa thân
179,BOOK_180,93500,4.2,39,322,,0,,phân khúc giá rẻ,books,mắt biếc
180,BOOK_181,103200,3.1,14,122,,0,,phân khúc phổ thông,books,phía sau nghi can x
181,BOOK_182,102000,4.9,27,226,,0,,phân khúc phổ thông,books,đi dọc hà nội
182,BOOK_183,85500,3.7,98,794,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 1
183,BOOK_184,63000,3.7,73,594,,0,,phân khúc giá rẻ,books,văn học thiếu nhi việt nam đầu thế kỷ 21 những điều đọng lại trong con mắt nhắm
184,BOOK_185,209000,4.8,17,146,,0,,phân khúc phổ thông,books,hoàng đế xứ gladness
185,BOOK_186,186500,4.0,49,402,,0,,phân khúc phổ thông,books,powerless bất lực
186,BOOK_187,159500,4.4,21,178,,0,,phân khúc phổ thông,books,kẻ khác
187,BOOK_188,188500,5.0,73,594,,0,,phân khúc phổ thông,books,nước non vạn dặm tập 2 lênh đênh bốn biển
188,BOOK_189,323000,4.1,49,402,,0,,phân khúc phổ thông,books,suối nguồn
189,BOOK_190,33500,4.5,96,778,,0,,phân khúc giá rẻ,books,tắt đèn ngô tất tố
190,BOOK_191,80000,3.9,19,162,,0,,phân khúc giá rẻ,books,thi nhân việt nam
191,BOOK_192,35000,5.0,37,306,,0,,phân khúc giá rẻ,books,hà nội 36 phố phường
192,BOOK_193,23500,3.6,44,362,,0,,phân khúc giá rẻ,books,văn học trong nhà trường thơ hồ xuân hương
193,BOOK_194,1578500,3.8,13,114,,0,,phân khúc trung cấp,books,boxset harry potter
194,BOOK_195,124000,3.3,14,122,,0,,phân khúc phổ thông,books,nhà thờ đức bà paris
195,BOOK_196,167000,4.2,66,538,,0,,phân khúc phổ thông,books,hành lang hai lớp
196,BOOK_197,32000,4.7,49,402,,0,,phân khúc giá rẻ,books,bàn có năm chỗ ngồi
197,BOOK_198,63500,4.8,45,238,,0,,phân khúc giá rẻ,books,đứa con của thời tiết
198,BOOK_199,99000,3.2,99,802,,0,,phân khúc giá rẻ,books,light novel dược sư tự sự tập 1
199,BOOK_200,103500,4.2,96,778,,0,,phân khúc phổ thông,books,đồi gió hú
200,BOOK_201,33500,4.6,11,98,,0,,phân khúc giá rẻ,books,thơ xuân quỳnh
201,BOOK_202,78400,4.6,60,490,,0,,phân khúc giá rẻ,books,bà nội găngxtơ
202,BOOK_203,225000,4.5,86,698,,0,,phân khúc phổ thông,books,đất rừng phương nam
203,BOOK_204,80750,4.7,54,442,,0,,phân khúc giá rẻ,books,arya bàn bên thỉnh thoảng lại trêu ghẹo tôi bằng tiếng nga tập 4 bản phổ thông
204,BOOK_205,79000,3.2,91,738,,0,,phân khúc giá rẻ,books,công bằng trên đời là do bạn nỗ lực giành lấy
205,BOOK_206,238000,4.0,45,221,,0,,phân khúc phổ thông,books,mặt trời lúc nửa đêm midnight sun
206,BOOK_207,61920,4.9,8,147,,0,,phân khúc giá rẻ,books,thất tịch không mưa
207,BOOK_208,32000,5.0,12,106,,0,,phân khúc giá rẻ,books,chú bé rắc rối
208,BOOK_209,420000,3.7,40,330,,0,,phân khúc phổ thông,books,boxset hồng lâu mộng hộp 3 tập
209,BOOK_210,102000,4.2,69,562,,0,,phân khúc phổ thông,books,oxford thương yêu
210,BOOK_211,45500,3.2,32,266,,0,,phân khúc giá rẻ,books,hóa thân
211,BOOK_212,93500,4.2,92,746,,0,,phân khúc giá rẻ,books,mắt biếc
212,BOOK_213,85500,4.8,18,154,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 1
213,BOOK_214,103200,3.6,8,74,,0,,phân khúc phổ thông,books,phía sau nghi can x
214,BOOK_215,102000,5.0,84,682,,0,,phân khúc phổ thông,books,đi dọc hà nội
215,BOOK_216,63000,3.3,36,298,,0,,phân khúc giá rẻ,books,văn học thiếu nhi việt nam đầu thế kỷ 21 những điều đọng lại trong con mắt nhắm
216,BOOK_217,79000,3.4,79,642,,0,,phân khúc giá rẻ,books,ngôn sứ bí mật cuộc sống giữa hai bờ sinh tử
217,BOOK_218,271000,4.3,14,122,,0,,phân khúc phổ thông,books,tết ở làng địa ngục tập 2 u hồn tượng đất
218,BOOK_219,269000,4.8,10,90,,0,,phân khúc phổ thông,books,bộ sách quả ngọt năm tháng tập 1 tập 2 bộ 2 tập
219,BOOK_220,327000,4.3,35,290,,0,,phân khúc phổ thông,books,harry potter và hội phượng hoàng tập 5
220,BOOK_221,119000,3.3,68,554,,0,,phân khúc phổ thông,books,khúc ca chuộc tội
221,BOOK_222,80750,4.0,61,498,,0,,phân khúc giá rẻ,books,thiên sứ nhà bên tập 8
222,BOOK_223,93500,4.1,76,618,,0,,phân khúc giá rẻ,books,hồ sơ tâm lí tội phạm tập 2
223,BOOK_224,246500,4.7,14,122,,0,,phân khúc phổ thông,books,tam thể 03 tử thần sống mãi
224,BOOK_225,102000,4.1,8,74,,0,,phân khúc phổ thông,books,ngày mai của những ngày mai
225,BOOK_226,89000,4.2,13,114,,0,,phân khúc giá rẻ,books,nhập vai thám tử tập 2
226,BOOK_227,76300,3.1,43,354,,0,,phân khúc giá rẻ,books,thời thơ ấu my childhood song ngữ việt anh
227,BOOK_228,191000,4.1,7,66,,0,,phân khúc phổ thông,books,beartown 2 chúng tôi đấu với các bạn
228,BOOK_229,95000,5.0,14,485,,0,,phân khúc giá rẻ,books,all in love ngập tràn yêu thương
229,BOOK_230,198000,4.3,30,250,,0,,phân khúc phổ thông,books,lời tiên tri celestine
230,BOOK_231,127000,4.4,25,210,,0,,phân khúc phổ thông,books,sayings of youth lời nói của thanh xuân
231,BOOK_232,144500,3.7,51,418,,0,,phân khúc phổ thông,books,harry potter và đứa trẻ bị nguyền rủa: phần một và hai
232,BOOK_233,94375,4.7,17,146,,0,,phân khúc giá rẻ,books,trí hoán hung đồ tập 2
233,BOOK_234,121500,3.7,93,754,,0,,phân khúc phổ thông,books,arya bàn bên thỉnh thoảng lại trêu ghẹo tôi bằng tiếng nga tập 7 bản boxset
234,BOOK_235,90000,4.5,99,802,,0,,phân khúc giá rẻ,books,hãy chăm sóc mẹ
235,BOOK_236,36500,3.7,63,514,,0,,phân khúc giá rẻ,books,mắt biếc
236,BOOK_237,84000,4.4,91,738,,0,,phân khúc giá rẻ,books,musubu và sách cái kết thật dài của “hiệu sách cuối cùng”
237,BOOK_238,54000,3.1,22,186,,0,,phân khúc giá rẻ,books,doraemon tiểu thuyết nobita và bản giao hưởng địa cầu
238,BOOK_239,102000,4.4,94,762,,0,,phân khúc phổ thông,books,bảy bước tới mùa hè
239,BOOK_240,177500,4.7,45,370,,0,,phân khúc phổ thông,books,toàn chức cao thủ tập 2
240,BOOK_241,89000,4.1,79,642,,0,,phân khúc giá rẻ,books,999 lá thư gửi cho chính mình những lá thư ấn tượng nhất phiên bản song ngữ trung việt
241,BOOK_242,170000,3.2,52,426,,0,,phân khúc phổ thông,books,cô gái vô danh trên sông seine
242,BOOK_243,30000,4.5,84,682,,0,,phân khúc giá rẻ,books,góc sân và khoảng trời
243,BOOK_244,40000,3.1,75,610,,0,,phân khúc giá rẻ,books,tiểu thuyết trúng số độc đắc vũ trọng phụng
244,BOOK_245,23500,3.8,70,570,,0,,phân khúc giá rẻ,books,văn học trong nhà trường thơ hồ xuân hương
245,BOOK_246,1578500,4.2,54,442,,0,,phân khúc trung cấp,books,boxset harry potter
246,BOOK_247,124000,4.0,49,402,,0,,phân khúc phổ thông,books,nhà thờ đức bà paris
247,BOOK_248,167000,3.4,89,722,,0,,phân khúc phổ thông,books,hành lang hai lớp
248,BOOK_249,32000,4.1,42,346,,0,,phân khúc giá rẻ,books,bàn có năm chỗ ngồi
249,BOOK_250,75500,4.9,33,274,,0,,phân khúc giá rẻ,books,chú bé mang pyjama sọc
250,BOOK_251,63500,4.8,29,88,,0,,phân khúc giá rẻ,books,đứa con của thời tiết
251,BOOK_252,103500,4.8,88,714,,0,,phân khúc phổ thông,books,đồi gió hú
