product_id,title,category,current_price,price_segment,rating_score,review_count,total_sold,gender,image_url
BOOK_031,totto chan bên cửa sổ,books,102000,phân khúc phổ thông,4.1,57,466,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935235241848.jpg
BOOK_032,muôn trùng xứ sở,books,96500,phân khúc giá rẻ,4.0,87,706,,https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-tr_c-mtxs.jpg
BOOK_034,thám tử lừng danh conan tiểu thuyết dư ảnh của độc nhãn,books,49500,phân khúc giá rẻ,3.9,39,322,,https://cdn1.fahasa.com/media/catalog/product/t/i/tieu-thuyet-tham-tu-lung-danh-conan_du-anh-cua-doc-nhan_bia_1.jpg
BOOK_035,tủ sách thanh niên mãi mãi tuổi hai mươi nhật ký thời chiến việt nam,books,94500,phân khúc giá rẻ,3.4,11,98,,https://cdn1.fahasa.com/media/catalog/product/z/6/z6923363964831_c6d0801298a97c228cf13c4609936b6a-1_1.jpg
BOOK_036,điều kỳ diệu của tiệm tạp hóa namiya,books,118000,phân khúc phổ thông,5.0,9,82,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935235244177.jpg
BOOK_037,điều kỳ diệu,books,153000,phân khúc phổ thông,5.0,34,282,,https://cdn1.fahasa.com/media/catalog/product/c/o/copy_22_nxbtre_full_18342019_033404_1.jpg
BOOK_038,phố dài,books,206000,phân khúc phổ thông,4.2,93,754,,https://cdn1.fahasa.com/media/catalog/product/1/2/120825-8.jpg
BOOK_039,tiệm sách của nàng,books,106000,phân khúc phổ thông,3.3,54,442,,https://cdn1.fahasa.com/media/catalog/product/t/i/tiem-sach-cua-nang---bia-mem.jpg
BOOK_040,thám tử lừng danh conan tiểu thuyết tàu ngầm sắt màu đen,books,45000,phân khúc giá rẻ,4.8,21,178,,https://cdn1.fahasa.com/media/catalog/product/b/i/bia_conan_tau-ngam-sat-den.jpg
BOOK_041,tri thức và trưởng thành,books,146000,phân khúc phổ thông,3.1,29,242,,https://cdn1.fahasa.com/media/catalog/product/9/7/9786326041620.jpg
BOOK_042,86 eighty six alter 1 đôi nét thanh xuân của tử thần,books,100000,phân khúc phổ thông,4.4,100,810,,https://cdn1.fahasa.com/media/catalog/product/3/0/300725.jpg
BOOK_043,harry potter và hòn đá phù thuỷ tập 1,books,127500,phân khúc phổ thông,4.6,7,66,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974179672.jpg
BOOK_044,kẻ trộm sách,books,199000,phân khúc phổ thông,4.6,17,146,,https://cdn1.fahasa.com/media/catalog/product/2/0/2025_01_06_14_31_09_1-390x510_1.jpg
BOOK_045,tô bình yên vẽ hạnh phúc,books,61500,phân khúc giá rẻ,4.4,44,362,,https://cdn1.fahasa.com/media/catalog/product/c/_/c_ng-b_-b_a_3.jpg
BOOK_047,sưởi ấm mặt trời phần tiếp theo của cây cam ngọt của tôi,books,128000,phân khúc phổ thông,4.4,98,794,,https://cdn1.fahasa.com/media/catalog/product/s/u/suoi-am-mat-troi-01-_1_.jpg
BOOK_048,lớp có tang sự không cần điểm danh,books,212000,phân khúc phổ thông,3.3,60,490,,https://cdn1.fahasa.com/media/catalog/product/b/i/bia-1-tang-su.jpg
BOOK_050,văn học trong nhà trường truyện kiều,books,34000,phân khúc giá rẻ,3.1,54,442,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_184532.jpg
BOOK_051,những kẻ âu lo anxious people,books,153000,phân khúc phổ thông,3.9,35,290,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974175643.jpg
BOOK_052,tôi thích dáng vẻ nỗ lực của chính mình,books,79000,phân khúc giá rẻ,4.0,78,634,,https://cdn1.fahasa.com/media/catalog/product/4/0/40eebd4668f7f312da5486d5804cc24e.jpg
BOOK_053,đám trẻ ở đại dương đen,books,74000,phân khúc giá rẻ,4.1,50,410,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935325011559.jpg
BOOK_054,thám tử lừng danh conan phần đặc biệt kudo shinichi trở lại cuộc đối đầu với tổ chức áo đen,books,40500,phân khúc giá rẻ,3.2,27,226,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_50183_1.jpg
BOOK_055,con cáo vẽ máu lên canvas lanh,books,156000,phân khúc phổ thông,3.7,23,194,,https://cdn1.fahasa.com/media/catalog/product/b/i/bia-1-con-cao-ve-mau-len-canvas-lanh.jpg
BOOK_056,góc nhìn đa chiều cổ học tinh hoa,books,110500,phân khúc phổ thông,3.2,47,386,,https://cdn1.fahasa.com/media/catalog/product/9/7/9786048093099.jpg
BOOK_057,và rồi chẳng còn ai and then there were none từ tựa cũ: mười người da đen nhỏ,books,93500,phân khúc giá rẻ,3.7,86,698,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_237727.jpg
BOOK_058,totto chan bên cửa sổ những chuyện tiếp theo,books,131500,phân khúc phổ thông,3.5,35,290,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935235244665.jpg
BOOK_059,hiệu sách cuối cùng ở london tiểu thuyết về chiến tranh thế giới thứ hai,books,117000,phân khúc phổ thông,4.8,49,402,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935210302168_1.jpg
BOOK_060,thám tử lừng danh conan tiểu thuyết 15 phút trầm mặc,books,45000,phân khúc giá rẻ,3.3,5,50,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935244879902.jpg
BOOK_061,khu vườn bí mật bìa vải,books,306000,phân khúc phổ thông,4.7,33,274,,https://cdn1.fahasa.com/media/catalog/product/0/w/0w5a1154-da.jpg
BOOK_062,hồ sơ máu vén màn 13 vụ án rúng động mọi thời đại,books,104000,phân khúc phổ thông,4.7,77,626,,https://cdn1.fahasa.com/media/catalog/product/b/i/bia-ho-so-mau---bia-truoc-1_1.jpg
BOOK_063,người đua diều,books,109500,phân khúc phổ thông,3.8,81,658,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935235237773.jpg
BOOK_064,thuyền trưởng tuổi 15,books,196000,phân khúc phổ thông,4.3,33,274,,https://cdn1.fahasa.com/media/catalog/product/t/h/thuyen-truong-tuoi-15---bia-ao-b1.jpg
BOOK_065,iron flame lửa thép,books,276000,phân khúc phổ thông,4.3,72,586,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974210788.jpg
BOOK_066,tết ở làng địa ngục,books,121680,phân khúc phổ thông,5.0,28,137,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935212358279.jpg
BOOK_067,mùa hè không tên,books,110500,phân khúc phổ thông,4.5,43,354,,https://cdn1.fahasa.com/media/catalog/product/m/u/mua-he-khong-ten---bia-mem---qua-tang-kem-1.jpg
BOOK_068,combo sách nhà giả kim cây cam ngọt của tôi bộ 2 cuốn,books,155330,phân khúc phổ thông,4.5,55,450,,https://cdn1.fahasa.com/media/catalog/product/c/o/combo-8935235228351-8935235226272.jpg
BOOK_069,25 độ âm,books,134000,phân khúc phổ thông,5.0,43,354,,https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-1-25-_-_m_1.jpg
BOOK_070,đặng thùy trâm và cuốn nhật ký thứ ba,books,140000,phân khúc phổ thông,3.6,89,722,,https://cdn1.fahasa.com/media/catalog/product/9/7/9786326104202.jpg
BOOK_071,rượu độc,books,186000,phân khúc phổ thông,4.8,49,402,,https://cdn1.fahasa.com/media/catalog/product/b/i/bia-ruou-doc.jpg
BOOK_072,tiểu thuyết thanh gươm diệt quỷ bản điện ảnh chuyến tàu vô tận,books,45000,phân khúc giá rẻ,4.3,42,346,,https://cdn1.fahasa.com/media/catalog/product/t/i/tieu-thuyet-thanh-guom-diet-quy-chuyen-tau-vo-tan.jpg
BOOK_073,,books,94375,phân khúc giá rẻ,4.7,100,810,,https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-_o_20.jpg
BOOK_074,quá đỗi dịu dàng,books,156500,phân khúc phổ thông,4.1,52,426,,https://cdn1.fahasa.com/media/catalog/product/u/n/untitled-2_133.jpg
BOOK_075,một thoáng ta rực rỡ ở nhân gian,books,114500,phân khúc phổ thông,4.9,75,610,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_244718_1_5473.jpg
BOOK_076,bà ngoại tôi gửi lời xin lỗi,books,161500,phân khúc phổ thông,4.3,73,594,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974185086.jpg
BOOK_077,harry potter và phòng chứa bí mật tập 2,books,144500,phân khúc phổ thông,3.7,35,290,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974182290.jpg
BOOK_078,thành phố thiếu một bữa cơm nhà,books,66000,phân khúc giá rẻ,4.4,96,778,,https://cdn1.fahasa.com/media/catalog/product/9/7/9786326042023.jpg
BOOK_079,tôi thấy hoa vàng trên cỏ xanh,books,127500,phân khúc phổ thông,4.7,96,778,,https://cdn1.fahasa.com/media/catalog/product/n/n/nna-hvtcx.jpg
BOOK_082,hạ đỏ,books,32000,phân khúc giá rẻ,4.9,29,242,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974178613.jpg
BOOK_083,có một ngày bố mẹ sẽ già đi,books,69000,phân khúc giá rẻ,4.7,62,506,,https://cdn1.fahasa.com/media/catalog/product/c/o/co-mot-ngay-bo-me-se-gia-di_2.jpg
BOOK_084,tục ngữ ca dao dân ca việt nam,books,112000,phân khúc phổ thông,4.4,45,370,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935236431767.jpg
BOOK_085,sự im lặng của bầy cừu,books,97500,phân khúc giá rẻ,4.8,45,47,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_180812.jpg
BOOK_086,nữ sinh,books,29500,phân khúc giá rẻ,3.7,7,66,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974178675.jpg
BOOK_089,jane eyre,books,180000,phân khúc phổ thông,4.8,58,474,,https://cdn1.fahasa.com/media/catalog/product/z/5/z5474099896893_7a995d946aa3e65f8b7eba8be6e999c7.jpg
BOOK_090,thế giới otome game đó thật khắc nghiệt với chúng ta tập 1,books,125000,phân khúc phổ thông,4.7,22,186,,https://cdn1.fahasa.com/media/catalog/product/q/t/qt-b_n-th_ng.jpg
BOOK_091,làm bạn với cô nàng dễ thương nhì lớp tập 2 bản giới hạn,books,94500,phân khúc giá rẻ,4.9,59,482,,https://cdn1.fahasa.com/media/catalog/product/l/a/lam-ban-voi-co-nang-de-thuong-nhi-lop_tap-2_ban-gioi-han-1.jpg
BOOK_092,cô gái đến từ hôm qua,books,72000,phân khúc giá rẻ,3.0,95,770,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974178408.jpg
BOOK_093,thám tử lừng danh conan tiểu thuyết cơn ác mộng đen tối,books,45000,phân khúc giá rẻ,4.4,48,394,,https://cdn1.fahasa.com/media/catalog/product/c/o/conan-tieu-thuyet_con-ac-mong-den-toi.jpg
BOOK_094,bác hana,books,92500,phân khúc giá rẻ,4.1,11,98,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935069923415.jpg
BOOK_095,tổng đài kể chuyện lúc 0h,books,134000,phân khúc phổ thông,3.3,56,458,,https://cdn1.fahasa.com/media/catalog/product/8/9/8936213491224.jpg
BOOK_096,tiểu thuyết one piece heroines,books,58500,phân khúc giá rẻ,4.9,70,570,,https://cdn1.fahasa.com/media/catalog/product/o/n/one-piece-heroines_mockup-03.jpg
BOOK_099,86 eighty six ep 13 hỡi chàng thợ săn thân mến,books,116000,phân khúc phổ thông,4.5,67,546,,https://cdn1.fahasa.com/media/catalog/product/1/8/180425-3.jpg
BOOK_100,thiên sứ nhà bên tập 6,books,80750,phân khúc giá rẻ,3.2,13,114,,https://cdn1.fahasa.com/media/catalog/product/z/4/z4447597373458_7bb99bf7608a8c1746a57e124dbd6e4e.jpg
BOOK_101,hoàng tử bé,books,66500,phân khúc giá rẻ,4.2,67,546,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935325018732-_3_.jpg
BOOK_102,light novel dược sư tự sự tập 6,books,112500,phân khúc phổ thông,3.0,70,570,,https://cdn1.fahasa.com/media/catalog/product/d/u/duoc-su-tu-su_tieu-thuyet_tap-6_bia.jpg
BOOK_103,sơn trà nở muộn,books,178560,phân khúc phổ thông,4.8,55,450,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935212360913.jpg
BOOK_104,đi khắp việt nam tô màu đất nước,books,70000,phân khúc giá rẻ,4.8,70,570,,https://cdn1.fahasa.com/media/catalog/product/8/9/8936215858087.jpg
BOOK_105,quái đàm nam kinh ghi chép về kỳ án quỷ tu la của ngài bạch trạch,books,159000,phân khúc phổ thông,4.7,12,106,,https://cdn1.fahasa.com/media/catalog/product/b/i/bia-1_quai-dam-nam-kinh.jpg
BOOK_106,thiên sứ nhà bên tập 5,books,85500,phân khúc giá rẻ,4.2,77,626,,https://cdn1.fahasa.com/media/catalog/product/t/h/thien-su-nha-ben_5_ban-pho-thong.jpg
BOOK_107,tuyển tập william blake khúc ca thơ ngây và từng trải,books,200000,phân khúc phổ thông,4.7,67,546,,https://cdn1.fahasa.com/media/catalog/product/9/7/9786326067200.jpg
BOOK_110,boxset harry potter hộp,books,1493500,phân khúc trung cấp,4.2,79,642,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974185116.jpg
BOOK_111,thơ nôm hồ xuân hương,books,25500,phân khúc giá rẻ,5.0,17,146,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935343701210.jpg
BOOK_112,boxset sherlock holmes bộ 3 cuốn,books,366000,phân khúc phổ thông,4.3,71,578,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935095633203_1.jpg
BOOK_113,nguyễn trãi toàn tập,books,294000,phân khúc phổ thông,4.9,82,666,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_244718_1_3937.jpg
BOOK_114,tố thư,books,340000,phân khúc phổ thông,3.7,88,714,,https://cdn1.fahasa.com/media/catalog/product/t/o/to-thu---bia-1.jpg
BOOK_115,thiên sứ nhà bên tập 2,books,85500,phân khúc giá rẻ,4.8,19,162,,https://cdn1.fahasa.com/media/catalog/product/6/0/600thien-su-nha-ben_tap-2_ban-pho-thong.jpg
BOOK_116,anne tóc đỏ dưới chái nhà xanh,books,117000,phân khúc phổ thông,4.8,33,274,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_239652_1.jpg
BOOK_117,phía tây không có gì lạ,books,80000,phân khúc giá rẻ,4.2,71,578,,https://cdn1.fahasa.com/media/catalog/product/z/6/z6787276228761_493db62f99f12686b4b24cafdfe020b9.jpg
BOOK_118,combo sách đám trẻ ở đại dương đen đứa trẻ hiểu chuyện thường không có kẹo ăn bộ 2 cuốn,books,181300,phân khúc phổ thông,4.0,12,106,,https://cdn1.fahasa.com/media/catalog/product/c/o/combo-8935325011559-8935325011818.png
BOOK_119,hannibal,books,123000,phân khúc phổ thông,3.2,7,66,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_244718_1_5015.jpg
BOOK_120,trăm năm cô đơn,books,169000,phân khúc phổ thông,3.3,66,538,,https://cdn1.fahasa.com/media/catalog/product/8/9/8935235240292.jpg
BOOK_121,combo sách nhà giả kim hành trình về phương đông bộ 2 cuốn,books,157780,phân khúc phổ thông,4.9,81,658,,https://cdn1.fahasa.com/media/catalog/product/c/o/combo-8935235226272-8935086854495.jpg
BOOK_122,vô thường,books,67000,phân khúc giá rẻ,4.8,48,495,,https://cdn1.fahasa.com/media/catalog/product/f/7/f7992bd171a14232b2ca827967c7f774_310x514_1.jpg
BOOK_123,vợ nhặt,books,42000,phân khúc giá rẻ,4.4,49,402,,https://cdn1.fahasa.com/media/catalog/product/8/9/8936067604832.jpg
BOOK_124,còn chút gì để nhớ,books,36500,phân khúc giá rẻ,3.9,95,770,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974178590.jpg
BOOK_125,combo sách hannibal và sự im lặng của bầy cừu bộ 2 cuốn,books,216090,phân khúc phổ thông,3.8,59,482,,https://cdn1.fahasa.com/media/catalog/product/c/o/combo-8935235232051-8935235220508.jpg
BOOK_126,hai vạn dặm dưới đáy biển,books,96000,phân khúc giá rẻ,3.2,24,202,,https://cdn1.fahasa.com/media/catalog/product/h/h/hh_bia_haivandamduoibien_b1.jpg
BOOK_127,đi qua hoa cúc,books,34000,phân khúc giá rẻ,4.1,14,122,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974178606.jpg
BOOK_128,cánh buồm đỏ thắm,books,33500,phân khúc giá rẻ,3.1,56,458,,https://cdn1.fahasa.com/media/catalog/product/h/h/hh_bia_canh-buom-do-tham_-b1.jpg
BOOK_129,the mirror crack'd from side to side tấm gương nứt vỡ một vụ án của jane marple,books,100000,phân khúc phổ thông,4.6,50,410,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974210061.jpg
BOOK_130,ghi chép pháp y lật lại hồ sơ tội ác,books,78500,phân khúc giá rẻ,3.9,44,362,,https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-tr_c-gcpy4_bebooks.jpg
BOOK_131,về quê làm thầy pháp tập 2,books,109500,phân khúc phổ thông,3.8,53,434,,https://cdn1.fahasa.com/media/catalog/product/c/b/cbb---thay-phap-2-copycgh.jpg
BOOK_133,tiếng gọi chân trời,books,68000,phân khúc giá rẻ,4.8,50,410,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974207917.jpg
BOOK_134,những án mạng ở phố nhà xác rue tuyển tập truyện ngắn kinh dị edgar allan poe,books,59000,phân khúc giá rẻ,4.4,43,354,,https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-tr_c_46.jpg
BOOK_144,hai mặt của gia đình,books,96500,phân khúc giá rẻ,3.7,89,722,,https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-1---hai-m_t-c_a-gia-_nh.jpg
BOOK_145,công viên nhỏ tập 1,books,201500,phân khúc phổ thông,4.0,84,682,,https://cdn1.fahasa.com/media/catalog/product/b/a/ban-dac-biet_2.jpg
BOOK_146,tắt đèn,books,35000,phân khúc giá rẻ,3.1,77,626,,https://cdn1.fahasa.com/media/catalog/product/8/9/8936067605068.jpg
BOOK_147,sherlock holmes tập 1,books,120000,phân khúc phổ thông,4.4,8,74,,https://cdn1.fahasa.com/media/catalog/product/h/h/hh_sherlock-holme_taiban-b1.jpg
BOOK_148,86 eighty six ep 11 ngày phán xét,books,116000,phân khúc phổ thông,4.4,32,266,,https://cdn1.fahasa.com/media/catalog/product/2/5/250624-2.jpg
BOOK_149,tủ sách văn học trong nhà trường truyện ngắn lê minh khuê,books,51000,phân khúc giá rẻ,3.8,74,602,,https://cdn1.fahasa.com/media/catalog/product/t/u/tu-sach-van-hoc-trong-nha-truong_truyen-ngan-le-minh-khue_bia.jpg
BOOK_150,thiên sứ nhà bên tập 3,books,85500,phân khúc giá rẻ,4.9,49,402,,https://cdn1.fahasa.com/media/catalog/product/t/h/thien_su_nha_ben_-_tap_3_3_1.jpg
BOOK_151,thiên sứ nhà bên tập 4,books,85500,phân khúc giá rẻ,4.0,67,546,,https://cdn1.fahasa.com/media/catalog/product/t/h/thien-su-nha-ben---tap-4---ban-pho-thong.jpg
BOOK_153,những cuộc phiêu lưu của sherlock holmes,books,55300,phân khúc giá rẻ,4.4,98,794,,https://cdn1.fahasa.com/media/catalog/product/8/9/8936067604672.jpg
BOOK_154,nơi nào có mẹ nơi ấy là nhà,books,67500,phân khúc giá rẻ,4.8,45,370,,https://cdn1.fahasa.com/media/catalog/product/z/5/z5288994344245_f98249489626ef768c679043558bebee.jpg
BOOK_155,thiên thần và ác quỷ,books,155350,phân khúc phổ thông,3.7,18,154,,https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/Frame_NCC_bachviet_1080x1080_.png
BOOK_156,những tấm lòng cao cả,books,104000,phân khúc phổ thông,4.0,24,202,,https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-1---nh_ng-t_m-l_ng-cao-c_.jpg
BOOK_158,boxset harry potter,books,1572500,phân khúc trung cấp,3.2,57,466,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974203018.jpg
BOOK_166,nước non vạn dặm tập 2 lênh đênh bốn biển,books,188500,phân khúc phổ thông,4.4,29,242,,https://cdn1.fahasa.com/media/catalog/product/8/9/8936049957901_1.jpg
BOOK_167,suối nguồn,books,323000,phân khúc phổ thông,4.8,75,610,,https://cdn1.fahasa.com/media/catalog/product/n/x/nxbtre_full_13422023_094208.jpg
BOOK_168,tắt đèn ngô tất tố,books,33500,phân khúc giá rẻ,4.5,42,346,,https://cdn1.fahasa.com/media/catalog/product/9/7/9786044771069.jpg
BOOK_169,light novel dược sư tự sự tập 1,books,99000,phân khúc giá rẻ,4.9,70,570,,https://cdn1.fahasa.com/media/catalog/product/d/u/duoc_su_tu_su_tap_1_tieu_thuyet_bia_1_4.jpg
BOOK_171,arya bàn bên thỉnh thoảng lại trêu ghẹo tôi bằng tiếng nga tập 4 bản phổ thông,books,80750,phân khúc giá rẻ,4.0,96,778,,https://cdn1.fahasa.com/media/catalog/product/z/4/z4749269235520_9e8aea22702a59ef1f204c51060a5c10.jpg
BOOK_172,đất rừng phương nam,books,225000,phân khúc phổ thông,4.9,5,50,,https://cdn1.fahasa.com/media/catalog/product/d/a/dat-rung-phuong-nam_bia-cung_2025.jpg
BOOK_173,mặt trời lúc nửa đêm midnight sun,books,238000,phân khúc phổ thông,4.0,31,14,,https://cdn1.fahasa.com/media/catalog/product/n/x/nxb-tre---mat-troi-luc-nua-dem---bia-1.jpg
BOOK_174,công bằng trên đời là do bạn nỗ lực giành lấy,books,79000,phân khúc giá rẻ,4.7,25,210,,https://cdn1.fahasa.com/media/catalog/product/c/_/c_ng-b_ng-tr_n-_i-do-b_n-n_-l_c-gi_nh-l_y-_1_.jpg
BOOK_175,thất tịch không mưa,books,61920,phân khúc giá rẻ,4.9,37,57,,https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_14864.jpg
BOOK_176,chú bé rắc rối,books,32000,phân khúc giá rẻ,4.3,47,386,,https://cdn1.fahasa.com/media/catalog/product/8/9/8934974178569.jpg
BOOK_177,boxset hồng lâu mộng hộp 3 tập,books,420000,phân khúc phổ thông,5.0,91,738,,https://cdn1.fahasa.com/media/catalog/product/9/7/9786043723939.jpg
